1771,"Bom dia, já tomei o Sineflex e estava querendo pedir o Sineflex hardcore, acabei vendo este produto também e fiquei na dúvida o que me recomenda?",ambos são ótimos ... porem o kit de thermo e night é mais completo !
1772,Boa noite estou querendo comprar alguns itens de vcs mais adiciono no carinho e é cobrado dois fretes sendo um para cada item pq ?,"bom dia , me informe os produtos que deseja comprar , crio um link com os dois produtos para realizar apenas uma compra e pagar apenas um frete !"
1773,a entrega e feita via correios ou transportadora ?,"Olá, bom dia! Nós trabalhamos com o Mercado Envios, então todos os nossos envios são de responsabilidade da própria plataforma. Como o Mercado Livre trabalha tanto com transportadoras como correios, não sabemos confirmar por qual meio sua compra será enviada. Mas assim que comprar, nos informe para agilizarmos seu envio!!! Estamos à disposição :D"
1857,"Recebi uma mensagem que meu produto veio ate a minha casa,mas eu não estava, então gostaria de saber se ainda vou receber o meu produto?","Boa noite, o correio tenta fazer 3 tentativas, fique atento que no proximo dka útil ele tentara realizar a entrega novamente, qualquer duvida é só nos chamar, att Nutrional"
1774,"Bom dia... Eu compre de vcs o remédio, eu gostaria de saber se tem alguma dieta a ser seguinda durante o uso do remédio","Olá, bom dia!! Não trabalhamos com remédios somente suplementos alimentares. A Sugestão de uso conforme fabricante do Thermo Abdomen: Sugere-se 2 tabletes ao dia, sendo 1 pela manhã e 1 após o almoço ou conforme orientação de nutricionista e/ou médico e do Night Abdomen: Sugere-se a ingestão de 2 cápsulas ao dia, antes de dormir. Com relação a dieta o mais indicado seria você consultar seu médico ou nutricionista para melhor orientação!"
1775,É original?,"Todos os nossos produtos são originais. Você mesmo pode acionar o fabricante e consultar o lote do seu produto, e receber uma resposta oficial do mesmo, inclusive pode dizer que comprou o produto da BODYSHOPPING, informar nossos dados e eles vão confirmar que somos revendedores oficiais da marca..."
1776,Quais opções você tem disponível?,"bom dia , temos o chá verde da new millen .... ficaria dessa forma : https://produto.mercadolivre.com.br/MLB-1507902323-night-abdomen-thermo-abdomen-cha-verde-_JM?quantity=1&variation=54764044697&onAttributesExp=true"
1777,Boa noite. É possível acrescentar a esse kit algum chá diurético? Gostaria de comprar tudo no mesmo frete. Obrigada,Oi boa noite! qual cha seria amiga?
1778,Pode ser um kit com um testo 1000 de 120 cápsula?,"Paulo, este produto está disponível apenas na versão 60 cápsulas... Podemos dobrá-lo na simulação, fica assim: 2 TESTOMIL 60 CAPSULAS (FTW) + 1 NIGHT ABDOMEN 60 CÁPSULAS (BODY ACTION) + 1 THERMO ABDOMEN 60 COMPRIMIDOS (BODY ACTION) = 173.30 à vista ou 185.40 em até 12x sem juros com frete grátis, exceto para algumas regiões do Norte e Nordeste. Veja o que acha interessante e nos retorne para criar o link de compra! Estamos à disposição :D"
1779,"Queria esse produto + o testo 1000 , Vcs tem?","Boa tarde!! Posso montar um kit personalizado pra você, ficaria dessa forma: 1 TESTOMIL 60 CAPSULAS (FTW) + 1 NIGHT ABDOMEN 60 CÁPSULAS (BODY ACTION) + 1 THERMO ABDOMEN 60 COMPRIMIDOS (BODY ACTION) = 112.80 á vista ou 132.90 em até 12x sem juros"
1780,Boa tarde nao pode ser 2 noturno,Boa tarde!! Somente o night abdomen você pode comprar por aqui: https://produto.mercadolivre.com.br/MLB-1359521389-night-abdomen-triptofano-emagreca-dormindo-body-action-_JM?quantity=1&variation=46053818871 ..
1781,Boa tarde vocês estão enviando normalmente? Desde de já agradeço,"Boa tarde!! Os envios estão ocorrendo normalmente assim como as entregas pelos correios/transportadoras porém, com toda a situação que estamos passando, não posso garantir que não haverão mudanças na data prevista de entrega.."
1782,Mesmo assim obrigada,Disponha! Qualquer dúvida estamos a disposição!
1783,Agora fiquei com dúvida rsrs,"Bom dia, Conforme recomendação do fabricante não é recomendado, nesse caso a orientação é consultar um médico."
1784,Eu tenho gastrite posso tomar mesmo assim??,"Bom dia, Conforme recomendação do fabricante não é recomendado, nesse caso a orientação é consultar um médico."
1785,"Bom dia , tem alguma restrição? Ou todos podem tomar? Tenho pressão alta","Bom dia!! Segundo o fabricante não é recomendado o uso para gestante, mulheres que amamentam, idosos e portadores de enfermidades.."
1786,Obg vou fazer o pedido,Agradecemos pela confiança. Att.. BODY.BUILDERS
1787,WatsApp,Boa Tarde! Aguardamos sua compra. Att.. BODY.BUILDERS
1788,Ele ajuda na persa de peso?,"Bom dia! Ele complementa a dieta auxiliando na firmeza e elasticidade da pele, pelo fato da perda de peso as vezes deixar a pele flácida em algumas regiões do corpo e auxilia nessa questão. Att.. BODY.BUILDERS"
1789,"Olá faço artes Marciais, o Colágeno ajudaria na flexilidade de abertura de pernas?",Bom dia! O Colágeno auxilia na manutenção da pele assim como vários outros benefícios para o corpo. Att.. BODY.BUILDERS
1790,Oi ele é bom pra flacidez queda de cabelo,"Bom dia, tudo bem? Sim, auxilia na saúde do cabelo, pele e unhas. Att Marcelo, equipe BODY.BUILDERS"
1791,Como tomar essas 4 cápsulas?,"Bom dia, tudo bem? Ingerir as 04 cápsulas normalmente, a qualquer horário do dia. Att Marcelo, equipe BODY.BUILDERS"
1792,Validade,Boa tarde Validade 11/03/2022 Att BodyBuilders
1793,Ótima tarde.,Igualmente.
1794,Obg,Por nada :-)
1795,Peso 72 kl quantas cápsulas tenho que Tomar?,"Boa tarde, tudo bem? ingerir 04 cápsulas ao dia. Att Marcelo, equipe BODY.BUILDERS"
1796,Boa noite Quero efetuar a compra de dois produtos com vocês No caso está calculando como dois fretes Procede ??,"Olá! Tudo bem? O frete sai grátis nas compras acima de R$120,00. EXCETO para algumas regiões e alguns produtos que o Mercado Livre retirou. Você consegue verificar se o frete sai grátis para sua região e para o produto que deseja adquirir, inserindo seu CEP no campo ""ver mais opções"" que fica na página do anúncio (para fazer a simulação, o anúncio tem que ser de valor igual ou superior a R$120,00). Att, Equipe Body Builders."
1797,"Saiu mais caro ainda, 197,00 o frete saiu 65 contínuo pagando dois frentes, muito obrigada mesmo!","Infelizmente o frete é calculado pelo Mercado Livre. Não temos como realizar alterações. Att Francine, equipe body builders."
1798,"Tá saindo do mesmo jeito, deixa pra lá, obrigada pela atenção",Temos este link tente adicionar o thermo flame nele. https://produto.mercadolivre.com.br/MLB-802607062-kit-7x-colageno-hidrolisado-700-capsulas-max-titanium-_JM?quantity=1&variation=23360132884
1799,"Vc não tá entendendo, a pessoa que comprar tem que pagar 2 frentes? Seriam 6 colágenos e um termogênico eu teria que pagar no caso 3 frentes?",Você estava adicionando links de lojas diferentes. Tente adicionar aos colágenos o link que te enviamos.
1800,https://produto.mercadolivre.com.br/MLB-786341088-kit-colageno-hidrolisado-300-capsulas-max-titanium-_JM,Como temos varias lojas com o mesmo nome você esta adicionando dois anúncios nossos porém de vendedores diferentes. Tente adicionar este link ao colageno. https://produto.mercadolivre.com.br/MLB-1044238688-thermo-flame-queimador-de-gordura-120-tabletes-seca-barriga-_JM?quantity=1&variation=27364687527
1801,46900000,"Boa noite. Tudo bem? O Mercado Livre informou que o frete para a sua região nessa quantidade e neste anuncio é por conta do comprador. Agradecemos seu contato e aguardamos seu pedido. Att Francine, equipe body builders."
1802,"Desculpa mas tá cobrando dois frentes se estou comprando os seus produtos o certo seria um frete só, eu peguei 3 produtos e cobrou 3 frentes",Poderia me informar seu CEP por favor e os links que esta adicionando.
1838,41390 405. O cep,"Olá FELE1354321, como vai? O frete fica grátis no kit que mencionamos: https://produto.mercadolivre.com.br/MLB-1213554681-5x-seca-barriga-goji-berry-colageno-500mg-600-comp-_JM Nosso envio é imediato, aguardamos sua compra (pedidos até 16h são postados no mesmo dia). Agradecemos pelo contato e qualquer dúvida é só chamar! att. NUTRIONAL"
2406,A faca e de ferro ou de plastico,Bom dia. A lamina é de aço e bem afiada.
1803,"Olá, boa noite, estou fazendo a compra do produto, mas está cobrando dois fretes","Olá! Tudo bem? O frete sai grátis nas compras acima de R$120,00. EXCETO para algumas regiões e alguns produtos que o Mercado Livre retirou. Você consegue verificar se o frete sai grátis para sua região e para o produto que deseja adquirir, inserindo seu CEP no campo ""ver mais opções"" que fica na página do anúncio (para fazer a simulação, o anúncio tem que ser de valor igual ou superior a R$120,00). Att, Equipe Body Builders."
1804,"Talvez por ser minha primeira compra, tenha feito algo errado. Aproveitando, gostaria de saber como proceder no caso da 1. compra, pois vi que o frete é grátis acima de $ 120. Poderia me ajudar? Agradeço sua atenção.","O mercado livre concede frete grátis para algumas regiões a partir de 120 reais, o benefício só vale em kits e carrinho de compras com anúncios da mesma loja."
1805,https://produto.mercadolivre.com.br/MLB-971723740-1-magnesio-dimalato-puro-1-omega-3-dr-lair-ribeiro-_JM?variation=32513401337&quantity=1,"Este anúncio é de outra loja, por isso não sai frete grátis. Não trabalhamos com esses produtos."
1806,"Boa Tarde! Adicionei no carrinho dois produtos de sua loja está sendo cobrado dois valores de frete. Tem como incluir os dois produtos no mesmo pedido, para que eu possa confirmar a compra? Ou preciso antes confirmar o pedido e ser feita a alteração depois? Aguardo retorno, abraço! Obs. primeira compra no site.","Boa tarde, envie o link do outro produto."
1807,Fiz a compra do produto aguardo rastreamento assim que possível. Grato,"Olá, bom dia. Agradecemos pelo seu pedido."
1808,Olá. Qual a data de validade ?,"Olá, boa tarde. Validade a partir de 03/2021."
1809,Boa noite. São os 3 por 50$ ?,"Bom dia, sim são 3 frascos. Att, Body.Builders"
1810,O colágeno indicado Tomar quantos comprimidos por dia ?,"Boa noite, a sugestão de uso são 4 cápsulas ao dia. Att, Body.Builders"
1811,Sim. Vou tentar ¿¿,Aguardamos seu retorno.
1812,"Sim. É o termogenico thermoflame da black skull. Está full. Mas apareceu frete individual p cada produto mesmo levando da mesma loja. 23,90 p cada produto.",Tente realizar a compra por este links: https://produto.mercadolivre.com.br/MLB-963427780-thermo-flame-caveira-preta-60tabs-black-skull-_JM?quantity=1&variation=37619781312 https://produto.mercadolivre.com.br/MLB-786341007-kit-colageno-hidrolisado-100-capsulas-cada-max-titanium-_JM?quantity=1&variation=22412029090
1813,"Boa noite Estou comprando dois produtos da sua loja , mas cobra dois fretes. E estou usando a sugestão de comprar do mesmo vendedor para economizar no frete.","Boa noite, verifique se os dois anúncios estão no Full. Att, Body.Builders"
1814,Pedido realizado. Obrigada. Nos veremos em breve.¿,"Muito obrigada pela preferência e qualquer duvida estamos a disposição. Att Francine, equipe body builders."
1815,Chocolate por favor,https://produto.mercadolivre.com.br/MLB-1508626325-kit-3x-colageno-max-bcaa-glutamina-2x-whey-100-_JM?quantity=1&variation=54803893822
1816,Ok. Aguardo o link. Obrigada,"Sobre os sabores do Whey temos no sabor chocolate, morango e baunilha, como deseja o sabor?"
1817,"Ok. Compreendi os sabores, porém preciso dos valores de cada produto para que eu finalize o pedido. Obrigada",Os valores quando calculados separadamente são diferentes de quando somados massivamente.
1818,"boa tarde, sâo tres frascos, com quantas capsulas? obrigado",Boa tarde. São três potes de 100 cápsulas cada.
1819,Esse é para homens também?,Boa tarde. Pode ser consumido tanto por homens quanto por mulheres.
1820,São os 3 potes,"Olá, boa tarde. Isso mesmo, são 3 potes de 100 cápsulas cada."
1821,Mas no fato de ter passado o cartao nao vai ser cobrado?,Verifique com a operadora do cartão.
1822,Boa tarde passei o cartao em uma compra passei o codigo de compras poren nao sei se finalisou . Vcs poden me responder se a compra vai ser entregue?,Boa tarde. Não recebemos a confirmação do pedido.
1823,Me passe por favor os valores de cada item. E o link. Obrigada,"Boa tarde. Baunilha, morango, chocolate, brigadeiro, iogurte de morango, paçoca, leite e cacau."
1824,"Preciso de Whey 100% 1,8kg, Glutamina, BCAA, este combo de Colágeno. Obrigada","O kit com os produtos: 3x COLAGENO - 100 CAPS - MAX TITANIUM 1x AMINO BCAA 2044 MG - 90 CÁPSULAS - INTEGRALMEDICA 1x GLUTAMINE - 150G - INTEGRALMEDICA 2x WHEY 100% PURE POUCH - 907G - INTEGRALMEDICA, ficará em 218,00. Caso tenha interesse me informe que montarei o link."
1825,"Bom dia, já sou cliente da loja. Gostaria de fazer um pedido com mais itens. Como faço para fazer um único frete?","Olá, bom dia. Me informe os itens que deseja e faremos um orçamento para você."
1826,"Olá, qual a validade?","Bom dia, tudo bem? Validade: 01/2021. Att Marcelo, equipe BODY.BUILDERS"
1827,Ok tô esperando o dinheiro cair na minha conta até o dia 29 faça a compra aí com vocês,Estamos a disposição.
1828,Qual a validade,Boa tarde. Validade a partir de 01/2021.
1829,Oi boa tarde na minha residência os Correios não estão entregando Moro em Diadema mas vocês entregam aqui na minha casa pela transportadora é isso?,"Olá, boa tarde. As transportadoras realizam a entrega normalmente."
1830,Vc tem desse colágeno com vitamina c junto ????,"Olá, boa tarde. Segue link: https://produto.mercadolivre.com.br/MLB-1153944541-3x-colageno-hidrolisado-c-betacaroteno-120caps-profit-_JM?quantity=1&variation=33718754304"
1831,1 dia ? Pra chegar tem serteza? Já tô na lotérica pra pagar aí no caso chega que dia?,"O prazo para aprovação do pagamento do boleto é de até 48h úteis, depois disso, o prazo de entrega é de 1 dia útil."
1832,13568490,Prazo de entrega de 1 dia útil após a confirmação do pagamento.
1833,Já fiz minha compra e vou pagar o boleto hoje . Quando mais ou menos ele chegará.?,Qual o cep?
1834,"Um entendi.e um produto confiável né.?eu tem 39anos ,e sinto que minha pele está ficando flácida, espero que me ajude.","Sim, produto de excelente qualidade."
1835,Quais são os resultados mais notáveis?,Depende de cada organismo.
1836,Comprei o não vii diferença nem uma,"Olá CORREIAMARIAAPARECIDAGOMES, como vai? Consta que você recebeu 1 frasco em 10/12/2019. Não damos acompanhamento (somos uma distribuidora), porém o indicado é que pelo menos você tire suas medidas ou realize uma avaliação física, além disso, o consumo indicado pelo fabricante é de 2 comprimidos 3x ao dia (todos os dias) 1 frasco da para 20 dias. Cada organismo possui uma necessidade, sempre aconselhamos o consumo de pelo menos 3 meses. Nosso envio é imediato, aguardamos sua compra (pedidos até 16h são postados no mesmo dia). Agradecemos pelo contato e qualquer dúvida é só chamar! att. NUTRIONAL"
1837,Olá posso fazer atividade física com esse remédio?,"Olá SAGA1477552, como vai? Pode sim. Nosso envio é imediato, aguardamos sua compra (pedidos até 16h são postados no mesmo dia). Agradecemos pelo contato e qualquer dúvida é só chamar! att. NUTRIONAL"
1839,Quantos para o frete ser grátis?,"Olá FELE1354321, como vai? Depende de seu CEP, possuímos um kit nesta modalidade: https://produto.mercadolivre.com.br/MLB-1213554681-5x-seca-barriga-goji-berry-colageno-500mg-600-comp-_JM Nosso envio é imediato, aguardamos sua compra (pedidos até 16h são postados no mesmo dia). Agradecemos pelo contato e qualquer dúvida é só chamar! att. NUTRIONAL"
1840,Tem contra indicação? Estou amamentando posso tomar?,"Olá ELTONRAMOSDASILVA, como vai? Lactantes devem utilizar sob orientação de seu nutricionista ou médico. Nosso envio é imediato, aguardamos sua compra (pedidos até 16h são postados no mesmo dia). Agradecemos pelo contato e qualquer dúvida é só chamar! att. NUTRIONAL"
1841,Bom dia. Nada de entregar no mesmo dia. O meu pedido foi semana passada. E até hoje. Pois está previsto p dia 24 ao dia 29,"Olá DELIMASEGURAN2012, como vai? Chegará entre os dias 24 e 29 de abril, não se preocupe que em breve você receberá conforme previsto. Agradecemos pelo contato e qualquer dúvida é só chamar! att. NUTRIONAL"
1842,Oque ele faz que twm que tomar antes de cada refeução? Ele diminui a vontade de comer ?,"Olá RIVA7253177, como vai? Sim ele auxilia na saciedade e eliminação de toxinas, o indicado pelo fabricante são 2 comprimidos 30 minutos antes das refeições, 3x ao dia. Aproveite nosso kit promocional: https://produto.mercadolivre.com.br/MLB-1213554681-5x-seca-barriga-goji-berry-colageno-500mg-600-comp-_JM Nosso envio é imediato, aguardamos sua compra (pedidos até 16h são postados no mesmo dia). Agradecemos pelo contato e qualquer dúvida é só chamar! att. NUTRIONAL"
1843,"Tem algum efeito colateral ,tem alguma contraindicacão ,posso tomar tranquila tenho 26anos .","Bom dia como vai? Produto natural, sem contra indicação. Nosso envio é imediato, aguardamos sua compra (pedidos até 16h são postados no mesmo dia). Agradecemos pelo contato e qualquer dúvida é só chamar! att. NUTRIONAL"
1844,Boa noite amigo ainda está diponive,"Olá COAI8387950, como vai? Nosso envio é imediato, aguardamos sua compra (pedidos até 16h são postados no mesmo dia). Agradecemos pelo contato e qualquer dúvida é só chamar! att. NUTRIONAL"
1845,Acabei de fazer o pagamento,"Olá MAURELYNOGOEBEL, como vai? Obrigado e assim que recebermos a confirmação seu pedido será postado. Agradecemos pelo contato e qualquer dúvida é só chamar! att. NUTRIONAL"
1846,"Boa noite Moro na palhoça e queria compra direto com vc pra nao ter o frete , Como faço?","Olá MAURELYNOGOEBEL, como vai? Somos uma distribuidora, não possuímos acesso para entregas, este kit possui frete grátis: https://produto.mercadolivre.com.br/MLB-1213554681-5x-seca-barriga-goji-berry-colageno-500mg-600-comp-_JM Nosso envio é imediato, aguardamos sua compra (pedidos até 16h são postados no mesmo dia). Agradecemos pelo contato e qualquer dúvida é só chamar! att. NUTRIONAL"
1847,Ele diminui a vontade de comer doces ? Qual indicaria,"Olá ARI OLIVEIRA001, como vai? Ele auxilia na saciedade, pois você toma 30 minutos antes das refeições, normalmente a vontade de doce é após as refeições, a vontade tende a diminuir. Nosso envio é imediato, aguardamos sua compra (pedidos até 16h são postados no mesmo dia). Agradecemos pelo contato e qualquer dúvida é só chamar! att. NUTRIONAL"
1848,"Estou super insatisfeita. Primeira vez em que realizo uma compra e já estou arrependida. No dia em que gerei o boleto, realizei o pagamento através do banco qual tenho conta. Foi questão de minutos, porém até o momento não consta pagamento efetivo. Tenho o comprovante,aguardei o prazo estipulado e até o momento, nada! Ou processam o pagamento enviando meu pedido ou realizem o ressarcimento. Solucionem por gentileza o problema,pois caso con^trário,acionarei órgãos de defesa do consumidor. Aguardo um respaldo por parte da equipe. Atenciosamente.","Olá IARAJANURIODEJESUS, como vai? Todo o processo de pagamento é realizado pelo mercadolivre, não possuimos acesso, mas vamos lhe ajudar, quando realizou a compra e pagamento do boleto? Está constando em seu menu ""minhas compras""?. Nosso envio é imediato, aguardamos sua compra (pedidos até 16h são postados no mesmo dia). Agradecemos pelo contato e qualquer dúvida é só chamar! att. NUTRIONAL"
1849,Boa tarde estou com vontade de comprar,"Olá MARIAONDINA057, como vai? Nosso envio é imediato, aguardamos sua compra (pedidos até 16h são postados no mesmo dia). Agradecemos pelo contato e qualquer dúvida é só chamar! att. NUTRIONAL"
1850,Eu tomo um remédio pra emagrecer de outra marca eu passo toma esse mesmo tomando outro,"Olá PEMA5537514, como vai? Este suplemento é natural e não possui contra indicação, sobre seu outro produto não sabemos informar. Nosso envio é imediato, aguardamos sua compra (pedidos até 16h são postados no mesmo dia). Agradecemos pelo contato e qualquer dúvida é só chamar! att. NUTRIONAL"
1851,Eu comprei dois desse pote só q eu formatei meu celular e agora não apareceu as compras que fiz,"Olá PEMA5537514, como vai? Até o momento ainda não recebemos a confirmação de nenhuma compra em seu nome. Nosso envio é imediato, aguardamos sua compra (pedidos até 16h são postados no mesmo dia). Agradecemos pelo contato e qualquer dúvida é só chamar! att. NUTRIONAL"
1852,Boa noite! Porque o frente é grátis para outras regiões e para o nordeste e tão abusivo? Comprando acima de $120 reais o frente era para ser cobrado uma taxa simbólica. Desculpa estou com interesse mais quando chega a parte do frente.,"Olá ALMEIDANILZAEVELLEN, como vai? Entendemos perfeitamente, mas é o alto valor do correio mesmo e nós não possuímos acesso, pois o mercadolivre que determina o frete. Mas possuímos kit que você tem desconto no frete como 5 frascos https://produto.mercadolivre.com.br/MLB-1213554681-5x-seca-barriga-goji-berry-colageno-500mg-600-comp-_JM ou 10 frascos https://produto.mercadolivre.com.br/MLB-1142231281-10x-seca-barriga-goji-berry-colageno-500mg-1200-comp-_JM Nosso envio é imediato, aguardamos sua compra (pedidos até 16h são postados no mesmo dia). Agradecemos pelo contato e qualquer dúvida é só chamar! att. NUTRIONAL"
1853,Ele emagrece mesmo,"Olá JUMA7530292, como vai? O produto é fantástico, possuímos vários clientes com bons resultados. Nosso envio é imediato, aguardamos sua compra (pedidos até 16h são postados no mesmo dia). Agradecemos pelo contato e qualquer dúvida é só chamar! att. NUTRIONAL"
1854,Gostaria de saber se esse produto funciona mesmo e quantos vidros faz efeito,"Olá MARCOAURELIORUFINO, como vai? Sim, é um ótimo produto, quanto ao período varia de acordo com cada necessidade e organismo, indicamos pelo menos o kit para 3 meses: https://produto.mercadolivre.com.br/MLB-1213554681-5x-seca-barriga-goji-berry-colageno-500mg-600-comp-_JM Nosso envio é imediato, aguardamos sua compra (pedidos até 16h são postados no mesmo dia). Agradecemos pelo contato e qualquer dúvida é só chamar! att. NUTRIONAL"
1855,Bom dia Ele é totalmente natural né?,"Olá SANCHEZCAMILLASANCHEZCAMILLA, como vai? Sim, natural. Nosso envio é imediato, aguardamos sua compra (pedidos até 16h são postados no mesmo dia). Agradecemos pelo contato e qualquer dúvida é só chamar! att. NUTRIONAL"
1856,Ok...,Ok
1937,Vc tem a composição de melatonina + gaba + htp ?,"Bom dia, tudo bom?? Não comercializamos este produto por este canal. Att. Luana"
1858,A entrega é feita via transportadora ou correios?,"Olá DELCLIAMONTEIRODEOLIVEIRA, como vai? via correios e nosso envio é imediato, aguardamos sua compra (pedidos até 16h são postados no mesmo dia). Agradecemos pelo contato e qualquer dúvida é só chamar! att. NUTRIONAL"
1859,Oi sou diabético hipotireoidismo e pressão alta posso consumir este produto,"Olá GUCIA160, como vai? Não possui contra indicação neste caso. Nosso envio é imediato, aguardamos sua compra (pedidos até 16h são postados no mesmo dia). Agradecemos pelo contato e qualquer dúvida é só chamar! att. NUTRIONAL"
1860,Quero pedir pedir dois produtos zero apetite e o seca barriga tomei de outra marca ajudou na inibição do apetite o seca barriga não sei se peso os dois,"Olá DETA4926219, como vai? Este produto também auxilia na inibição do apetite. Nosso envio é imediato, aguardamos sua compra (pedidos até 15h são postados no mesmo dia). Agradecemos pelo contato e qualquer dúvida é só chamar! att. NUTRIONAL"
1861,Boa tarde Por favor esse é o melhor que você tem para ajudar a regular o intestino?,"Boa tarde, ele é muito bom, possuímos outro mas a unica diferença que é em capsula e esse em conprimido, se confirmar sua conpra ate as 16h, ainda conseguimos postar hoje"
1862,É remendável usar por quanto tempo ? Tem que dar uma pausa depois de certo tempo ?,"Olá BAGA9404300, como vai? Não tem prazo de consumo, varia da necessidade de cada pessoa, indicamos um kit de 3 meses: https://produto.mercadolivre.com.br/MLB-1213554681-5x-seca-barriga-goji-berry-colageno-500mg-600-comp-_JM Nosso envio é imediato, aguardamos sua compra (pedidos até 15h são postados no mesmo dia). Agradecemos pelo contato e qualquer dúvida é só chamar! att. NUTRIONAL"
